ID,CoasterName,Park,City,State,Country,Status,OpSince,OpUntil,Type,Scale,Design,Length,Height,Drop,Speed,Inversions,Vertical,Duration
14372,unknown,Beidaihe,Qinhuangdao,Hebei,China,Operated,,,Steel,Family,Sit Down,,,,,0,,
14373,unknown,Beidaihe,Qinhuangdao,Hebei,China,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
14374,Muntanya Russa,Dream Park,Algeria,Algiers,Algeria,Operating,2009,,Steel,Kiddie,Sit Down,,,,,0,,
14375,Dragon / تنين,Jannat Al-Ahlam,Oran,Oran,Algeria,Operating,1983,,Steel,Family,Sit Down,,,,,0,,
14379,Hua-Wiecoaster / 华威滑道,Huayin,Weinan,Shaanxi,China,Operating,2016,,Steel,Thrill,Sit Down,1935.7,,,,0,,
14381,Runaway Train,South Shields,Tyne and Wear,England,United Kingdom,Operated,,,Steel,Family,Sit Down,,,,,0,,
14382,Whistle Punk Chaser,Dollywood,Pigeon Forge,Tennessee,United States,Operating,2017-05-21,,Steel,Family,Sit Down,,,,,0,,
14387,Pine Forest Flying Mouse / 松林飞鼠,Dantu,Zhenjiang,Jiangsu,China,Operating,2016-10-29,,Steel,Thrill,Sit Down,,,,,0,,
14388,Gliding Dragon / 滑行龙,Dantu,Zhenjiang,Jiangsu,China,Operating,2016-10-29,,Steel,Family,Sit Down,,,,,0,,
14395,Merlin's Mayhem,Dutch Wonderland,Lancaster,Pennsylvania,United States,Operating,2018-04-28,,Steel,Family,Inverted,1300,60,,,0,,
14396,Kids Spin,Skyline Park,Bad Wörishofen,Bavaria,Germany,Operating,2017-03-25,,Steel,Family,Sit Down,,,,,0,,
14399,Crazy Mouse,Park at OWA,Foley,Alabama,United States,Operating,2017-07-21,,Steel,Thrill,Sit Down,1036.8,36.1,,29.2,0,,
14400,Rollin' Thunder,Park at OWA,Foley,Alabama,United States,Operating,2017-07-21,,Steel,Extreme,Sit Down,2234.3,114.8,,55.9,4,90,
14402,Mini Roller Coaster,Kings Shopping Centre,Bandung,West Java,Indonesia,Operated,2013,2014-06-23,Steel,Kiddie,Sit Down,,,,,0,,
14404,Super Cyclone Coaster,Drizzling Land,Ghaziabad,Uttar Pradesh,India,Operating,2016,,Steel,Thrill,Sit Down,,,,,0,,
14405,Wacky Worm,Ayr,South Ayrshire,Scotland,United Kingdom,Operating,2012,,Steel,Family,Sit Down,,,,,0,,
14407,unknown,SS World Bahawalpur,Bahawalpur,Punjab,Pakistan,Operating,2017,,Steel,Family,Sit Down,,,,,0,,
14409,unknown,Zhanggong,Ganzhou,Jiangxi,China,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14410,unknown,Zhanggong,Ganzhou,Jiangxi,China,Operating,2016,,Steel,Thrill,Sit Down,,,,,0,,
14411,Gliding Dragon / 滑行龙,Shilong,Dongguan,Guangdong,China,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
14413,unknown,Bao'an,Shenzhen,Guangdong,China,Operating,2016,,Steel,Kiddie,Sit Down,,,,,0,,
14415,Achterbahn,Ferienzentrum Schloss Dankern,Haren,Lower Saxony,Germany,Operating,2018-03-17,,Steel,Family,Sit Down,1148.3,45.9,,31.1,0,,
14417,Serpent,Parc du Petit Prince,Ungersheim,Grand Est,France,Operating,2017-04-08,,Steel,Family,Sit Down,,,,,0,,
14419,unknown,Le Park Entretenimientos,Costa del Este,Buenos Aires,Argentina,Operating,2015,,Steel,Kiddie,Sit Down,,,,,0,,
14421,Star Fantasy Port / 星幻港,Fengnan,Tangshan,Hebei,China,SBNO,,2017-10-01,,,,,,,,,,
14422,Star Ripper / 撕裂星空,Fengnan,Tangshan,Hebei,China,SBNO,,2017-10-01,Steel,Extreme,Sit Down,1804.5,98.4,,44.7,3,,
14425,unknown,Stahley's,Rochester,New York,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14427,unknown,Kopo Factory Outlet,Bandung,West Java,Indonesia,Operating,2014,,Steel,Kiddie,Sit Down,,,,,0,,
14430,Dragon Coaster,Legoland New York,Goshen,New York,United States,Under Construction,,,Steel,Family,Sit Down,,,,,0,,
14431,Dragon Wagon,Joyland Amusement Park,Lubbock,Texas,United States,Operating,2017,,Steel,Family,Sit Down,,,,,0,,
14433,Crazy 8,Fun Haven,Ottawa,Ontario,Canada,Operating,2016-12-14,,Steel,Family,Sit Down,190,14,,,0,,
14435,Spinning Black Hole / 黑洞迷旋,Sanhe,Langfang,Hebei,China,Operating,2016,,Steel,Family,Sit Down,610.3,25.9,,17.9,0,,
14440,Hyper Coaster,Land of Legends Theme Park,Antalya,Antalya,Turkey,Operating,2018,,Steel,Extreme,Sit Down,4176.5,200.2,190.3,71.5,2,,
14443,Flash,Mack Rides GmbH & Co KG,Waldkirch,Baden-Württemberg,Germany,In Production,,,,,,,,,,,,
14446,unknown,Da'an,Zigong,Sichuan,China,Operating,2017-01-21,,Steel,Thrill,Sit Down,,,,,0,,
14447,unknown,Da'an,Zigong,Sichuan,China,Operating,2017-01-21,,Steel,Extreme,Sit Down,,,,,4,,
14450,Super Cyclone,Santa's Village AZoosment Park,Dundee,Illinois,United States,Operating,2017-05-13,,Steel,Thrill,Sit Down,1148.3,32.8,,30,0,,1:20
14452,unknown,Rostom Park,Tiaret,Tiaret,Algeria,Under Construction,,,Steel,Thrill,Sit Down,,,,,0,,
14454,Speed Rockets,Jardin d'Acclimatation,Paris,Île-de-France,France,Operating,2018-06-01,,Steel,Thrill,Sit Down,1312.3,36.1,,,0,,
14455,Fruit Worm Coaster / 果虫滑车,Humen Park,Dongguan,Guangdong,China,Operating,2012,,Steel,Kiddie,Sit Down,,,,,0,,
14456,Ocean Glider / 海洋滑车,Guancheng,Dongguan,Guangdong,China,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
14461,unknown,Tangxia,Dongguan,Guangdong,China,Operating,2015,,Steel,Family,Sit Down,,,,,0,,
14462,Hyperion,Energylandia,Zator,Małopolskie,Poland,Operating,2018-07-14,,Steel,Extreme,Sit Down,4757.2,252.6,269,88.2,1,85,
14463,Höllenblitz,Wiener Prater,Vienna,Vienna,Austria,Operated,2017-03-31,2017-08-27,Steel,Thrill,Sit Down,2821.5,59.1,,49.7,0,,
14464,Roller Coaster,Natural World Amusement Park,Yangon,Yangon,Myanmar,Operating,2016,,Steel,Extreme,Sit Down,,78.8,,46.6,3,,
14465,unknown,Haizhu,Guangzhou,Guangdong,China,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
14466,Jungle Pulley / 丛林滑车,Shunde,Foshan,Guangdong,China,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14467,unknown,Fenggangyuan Longshan Park,Dongguan,Guangdong,China,Operated,2006,2016,Steel,Thrill,Sit Down,,,,,0,,
14469,unknown,Crumps Park,Macon,Georgia,United States,Operated,1908,1908,Wood,Thrill,Sit Down,,,,,0,,
14471,unknown,Electric Park,San Antonio,Texas,United States,Operated,1906,1909,Wood,Thrill,Sit Down,,,,,0,,
14475,Sierra Sidewinder,Mack Rides GmbH & Co KG,Waldkirch,Baden-Württemberg,Germany,In Production,,,,,,,,,,,,
14477,Scenic Railway,Brandywine Springs,Wilmington,Delaware,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14479,Wildcat,Shellpot Park,Wilmington,Delaware,United States,Operated,1925,1933,Wood,,Sit Down,,65.1,,,0,,
14480,Dolphin Coaster / 海豚滑车,Haibin Park,Zhuhai,Guangdong,China,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14481,London City Coaster,Verkeers- en Attractiepark Duinen Zathe,Appelscha,Friesland,Netherlands,Operating,2017-04-14,,Steel,Thrill,Sit Down,,,,,0,,
14482,Toboggan slide,Brandywine Springs,Wilmington,Delaware,United States,Operated,,,Wood,Thrill,Sit Down,,,,,0,,
14483,Jack Rabbit,Shellpot Park,Wilmington,Delaware,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14485,unknown,City Of Miami PBA,Miami,Florida,United States,Operated,,,Wood,Kiddie,Sit Down,,,,,0,,
14487,unknown,Central Park,Tula,Tula,Russia,Operated,,,Steel,Family,Sit Down,,,,,0,,
14488,Caterpillar / Гусеница / Gusenitsa,Central Park,Tula,Tula,Russia,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14489,Cyclone / Циклон,Central Park,Tula,Tula,Russia,Operating,2014,,Steel,Thrill,Sit Down,,,,,0,,
14491,Avengers Roller Coaster,L'Île aux Géants,Dissay,Nouvelle-Aquitaine,France,Operating,2018,,Steel,Thrill,Sit Down,,,,,0,,
14492,Wrath Of Zeus / Cỏn Thịnh nộ của Zeus,VinWonders,Phú Quốc,Kiên Giang,Vietnam,Under Construction,,,Steel,Extreme,Sit Down,3444.9,164,,71.5,3,,
14493,Firestorm,Vekoma,Vlodrop,Limburg,Netherlands,In Production,,,,,,,,,,,,
14495,unknown,World Fairytale Land,Danzhou,Hainan,China,Under Construction,,,Steel,Extreme,Sit Down,3444.9,164,,71.5,3,,
14496,unknown,Ningling,Shangqiu,Henan,China,Operating,2013,,Steel,Family,Sit Down,,,,,0,,
14498,Alpine Dips,Sanatoga Park,Sanatoga,Pennsylvania,United States,Operated,1921,1937,Wood,,Sit Down,,,,,0,,
14500,Scenic Switchback Railway,Ringing Rocks Park,Pottstown,Pennsylvania,United States,Operated,1895,1932,Wood,,Sit Down,,,,,0,,
14502,Wiz,Oakland Beach Park,Warwick,Rhode Island,United States,Operated,1930,1938-09,Wood,,Sit Down,,,,,0,,
14504,Gravity Road,Washington Park,Westville,New Jersey,United States,Operated,1895,1913,Wood,,Sit Down,,,,,0,,
14508,Thunderbolt,National Park,Blawnox,Pennsylvania,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14511,Spinning Coaster / 自旋滑车,Shilinxia Resort,Pinggu,Beijing,China,Operating,2014,,Steel,Thrill,Sit Down,,,,,0,,
14512,unknown,Tangyin,Anyang,Henan,China,Operating,2016,,Steel,Thrill,Sit Down,,,,,0,,
14513,unknown,Fucheng,Mianyang,Sichuan,China,Operating,2015,,Steel,Family,Sit Down,,,,,0,,
14515,Figure 8 Toboggan,Pine Beach Park,Norfolk,Virginia,United States,Operated,1904,1906,Wood,,Sit Down,,,,,0,,
14517,Forest Ride,Ross Grove,Aspinwall,Pennsylvania,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14519,Lightning Racer,Redondo Beach Park,Redondo Beach,California,United States,Operated,1913-07-04,1915-03,Wood,,Sit Down,3000,,,,0,,
14521,Cyclone,Sesquicentennial Exposition,Philadelphia,Pennsylvania,United States,Operated,1926-05-31,1926-11-30,Wood,,Sit Down,,,,,0,,
14522,Cyclone,Alabama State Fairgrounds,Birmingham,Alabama,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14523,Jazz Railway,Sesquicentennial Exposition,Philadelphia,Pennsylvania,United States,Operated,1926-05-31,1926-11-30,Wood,,Sit Down,,,,,0,,
14524,Jazz Railway,Alabama State Fairgrounds,Birmingham,Alabama,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14526,unknown,Huancui,Weihai,Shandong,China,Operating,2009,,Steel,Thrill,Sit Down,,,,,0,,
14530,Big Dipper,Columbia Park,North Bergen,New Jersey,United States,Operated,1919,1924,Wood,,Sit Down,,,,,0,,
14531,Greyhound,Columbia Park,North Bergen,New Jersey,United States,Operated,1921,1928,Wood,,Sit Down,,,,,0,,
14532,Virginia Reel,Columbia Park,North Bergen,New Jersey,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14533,Toboggan Slide,Washington Park,Westville,New Jersey,United States,Operated,1895,1913,Wood,,Sit Down,,,,,0,,
14534,Toboggan Slide,Washington Park,Westville,New Jersey,United States,Operated,1896,1913,Wood,,Sit Down,,,,,0,,
14536,Giant Skyrocket,Venice Park,Houston,Texas,United States,Operated,1924-06-28,1930,Wood,Extreme,Sit Down,,110,90,,0,,
14537,Star Coaster / 星空过山车,Penglai,Yantai,Shandong,China,Operating,2013-08-11,,Steel,Thrill,Sit Down,,,,,0,,
14538,Children Coaster / 儿童过山车,Penglai,Yantai,Shandong,China,Operating,2013-08-11,,Steel,Family,Sit Down,,,,,0,,
14540,unknown,Changxing,Huzhou,Zhejiang,China,Under Construction,,,Steel,Family,Sit Down,,,,,0,,
14541,unknown,Changxing,Huzhou,Zhejiang,China,Under Construction,,,Steel,Thrill,Sit Down,,,,,0,,
14542,unknown,Changxing,Huzhou,Zhejiang,China,Under Construction,,,Steel,Thrill,Sit Down,,,,,0,,
14543,Gliding Dragon / 滑行龙,East Lake Park,Jiangmen,Guangdong,China,Operating,2011,,Steel,Family,Sit Down,,,,,0,,
14545,Bullet,Island Park,Portsmouth,Rhode Island,United States,Operated,1926,1938,Wood,,Sit Down,,,,,0,,
14547,Layout 01,Zamperla,Altavilla Vicentina,Veneto,Italy,In Production,,,,,,,,,,,,
14549,Dragon Roller Coaster / 飞龙过山车,Fusui,Chongzuo,Guangxi,China,Operating,2017-01-01,,Steel,Extreme,Inverted,,,,,4,,
14550,Figure 8,Luna Park,Melbourne,Victoria,Australia,Operated,1906-11-02,1914,Wood,,Sit Down,,,,,0,,
14551,Family Coaster / 家庭过山车,Fusui,Chongzuo,Guangxi,China,Operating,2017-01-01,,Steel,Family,Sit Down,,,,,0,,
14552,Käpt'n Jack's Wilde Maus,Eifelpark,Gondorf,Rhineland-Palatinate,Germany,Operating,2017-04-08,,Steel,Thrill,Sit Down,1213.9,49.3,,28,0,46,1:34
14553,XGC-20E,Torch Hi-tech Industrial Development Zone,Zhongshan,Guangdong,China,In Production,,,,,,,,,,,,
14554,Mine Blower,Fun Spot America,Kissimmee,Florida,United States,Operating,2017-06-23,,Wood,Extreme,Sit Down,2290,83,80.5,48.5,1,,
14555,Looping,Family Fun,Duhok,Dohuk,Iraq,Operating,2015,,Steel,Extreme,Sit Down,,,,,1,,2:05
14556,Montaña Loco,Parque de Ferias San Jacinto,Maracay,Aragua,Venezuela,Operating,2013,,Steel,Thrill,Sit Down,,,,,0,,
14560,Roller Coaster,Joyland,Pinellas Park,Florida,United States,Operated,1959-11-25,1961,Steel,Kiddie,Sit Down,,,,,0,,
14561,Wild Mouse,Joyland,Pinellas Park,Florida,United States,Operated,1959-11-25,1961,Steel,Thrill,Sit Down,,,,,0,,
14563,Scenic Railway,Broad Ripple Park,Indianapolis,Indiana,United States,Operated,1906-05-26,1908-06-26,Wood,,Sit Down,,,,,0,,
14564,Triple Eight,Broad Ripple Park,Indianapolis,Indiana,United States,Operated,1905,1908-06-26,Wood,,Sit Down,,,,,0,,
14565,Twister,McCullough Lake Park,Lima,Ohio,United States,Operated,1928,1936,Wood,,Sit Down,,64.9,,,0,,
14566,Ski Ride,Broad Ripple Park,Indianapolis,Indiana,United States,Operated,1924,1944,Wood,,Sit Down,,,,,0,,
14568,Scenic Railway,Wonderland,Indianapolis,Indiana,United States,Operated,1906-05-19,1911-08-27,Wood,,Sit Down,1320,,,,0,,
14569,Wildcat,Edgewood Park,Coal Township,Pennsylvania,United States,Operated,1927,1935,Wood,,Sit Down,,,,,0,,
14570,Fruit Worm Pulley / 果虫滑车,Tianjin Zoological Gardens,Nankai,Tianjin,China,Operating,2012,,Steel,Family,Sit Down,,,,,0,,
14571,unknown,Fengshan Park,Zhongshan,Guangdong,China,Operated,,,Steel,Family,Sit Down,,,,,0,,
14573,Rolo Coaster,Onchan,Middle,Isle of Man,United Kingdom,Operated,1909,1974,Wood,,Sit Down,,,,,0,,
14575,Giant Roller Coaster,Lakeside Park,Barnesville,Pennsylvania,United States,Operated,1925,1946,Wood,,Sit Down,,,,,0,,
14576,Drachenwirbel,Freizeitpark Plohn,Lengenfeld,Saxony,Germany,Operating,2017-04-14,,Steel,Family,Sit Down,370.8,23,,18.6,0,,
14577,unknown,Acushnet Park,New Bedford,Massachusetts,United States,Operated,1916,1927,Wood,,Sit Down,,,,,0,,
14579,unknown,Shady Grove Park,Lemont Furnace,Pennsylvania,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14580,Wildcat,Shady Grove Park,Lemont Furnace,Pennsylvania,United States,Operated,1925,1936,Wood,,Sit Down,,62.9,,,0,,
14583,Crazy Skaters / 疯狂滑板,Shengming Universal City,Yubei,Chongqing,China,Operating,2017-09-27,,Steel,Thrill,Sit Down,,,,,0,,
14584,unknown,Children Park,Harbin,Heilongjiang,China,Operated,2016,2019-05,Steel,Family,Sit Down,,,,,0,,
14585,Monte Carlo Track / 矿山车,Happy Valley,Yubei,Chongqing,China,Operating,2017,,Steel,Thrill,Sit Down,,,,,0,,
14588,Kolejka Górska,Powszechna Wystawa Krajowa,Poznań,Wielkopolskie,Poland,Operated,1929-05-16,1929-09-30,Wood,,Sit Down,,,,,0,,
14590,Kolejka Górska,Lunapark Sto Pociech,Warsaw,Mazowieckie,Poland,Operated,1933,1939,Wood,,Sit Down,,,,,0,,
14592,Switchback Railway,Fairview Park,Indianapolis,Indiana,United States,Operated,1892,1894,Wood,,Sit Down,,,,,0,,
14593,Switchback Railway,Broad Ripple Park,Indianapolis,Indiana,United States,Operated,1895,1903,Wood,,Sit Down,,,,,0,,
14595,Loop the Loop,Ponce de Leon,Atlanta,Georgia,United States,Operated,,,Steel,Extreme,Sit Down,,,,,1,,
14596,Loop the Loop,Broad Ripple Park,Indianapolis,Indiana,United States,Operated,1906,1907,Steel,Extreme,Sit Down,,,,,1,,
14597,Leaping Giant,Broad Ripple Park,Indianapolis,Indiana,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14598,Giant Coaster ,Broad Ripple Park,Indianapolis,Indiana,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14600,Big Roller Coaster,Memorial Park,Williamsport,Pennsylvania,United States,Operated,1924,1930,Wood,,Sit Down,,66.7,,,0,,
14604,Figure 8,Sylvan Beach Amusement Park,Sylvan Beach,New York,United States,Operated,1908,1920,Wood,,Sit Down,,,,,0,,
14605,unknown,Chavi Land,Sulaymaniyah,Sulaymaniyah,Iraq,Operated,,,Steel,Extreme,Sit Down,1443.6,,,,2,,
14606,unknown,Parque de Ferias San Jacinto,Maracay,Aragua,Venezuela,Operating,2010,,Steel,Family,Sit Down,,,,,0,,
14607,Sky Rocket,Elitch Gardens,Denver,Colorado,United States,Operated,1926,1935,Wood,,Sit Down,,,,,0,,
14608,Teddy Bear,Elitch Gardens,Denver,Colorado,United States,Operated,,,Wood,Family,Sit Down,,,,,0,,
14610,Wildcat,Belvedere Beach Amusement Park,Keansburg,New Jersey,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14611,Flitzer,Chelyuskintsev Park,Minsk,Minsk,Belarus,Operating,2016,,Steel,Family,Sit Down,190,14.1,,,0,,
14613,Toboggan,Washington Park,Philadelphia,Pennsylvania,United States,Operated,1895,1899,Wood,,Sit Down,,,,,0,,
14614,Round the Treetops,Rocky Point Park,Warwick,Rhode Island,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14616,Figure Eight,Glen Haven Park,Rochester,New York,United States,Operated,1899,1909,Wood,,Sit Down,,,,,0,,
14617,Coney Island Switchback Railroad,Greater Ontario Beach,Rochester,New York,United States,Operated,1887,1896,Wood,,Sit Down,,,,,0,,
14618,unknown,Greater Ontario Beach,Rochester,New York,United States,Operated,1888,1893,Wood,,Sit Down,,,,,0,,
14619,Breezer,Greater Ontario Beach,Rochester,New York,United States,Operated,1907,1919,Wood,,Sit Down,,,,,0,,
14620,unknown,Greater Ontario Beach,Rochester,New York,United States,Operated,1907,1911,Wood,,Sit Down,,,,,0,,
14621,Virginia Reel,Greater Ontario Beach,Rochester,New York,United States,Operated,1909,1914-05,Wood,,Sit Down,,,,,0,,
14623,unknown,Bay Ridge Park,Annapolis,Maryland,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14625,unknown,Ganzhou,Zhangye,Gansu,China,Operating,2015,,Steel,Family,Sit Down,,,,,0,,
14626,unknown,Ganzhou,Zhangye,Gansu,China,Operating,2015,,Steel,Thrill,Sit Down,,,,,0,,
14628,unknown,Yanhu,Yuncheng,Shanxi,China,Operating,2008,,Steel,Family,Sit Down,,,,,0,,
14629,unknown,Yanhu,Yuncheng,Shanxi,China,Operating,2008,,Steel,Thrill,Sit Down,,,,,0,,
14631,Loop the Dip,Whittington Park,Hot Springs,Arkansas,United States,Operated,1913,1918,Wood,,Sit Down,,,,,0,,
14634,Roller Coaster,Iowa State Fairgrounds,Des Moines,Iowa,United States,Operated,1915,1945,Wood,,Sit Down,3200,,,,0,,
14636,Crazy Coaster,Adventure Park,Geelong,Victoria,Australia,Operating,2016-12-07,,Steel,Family,Sit Down,,,,,0,,
14638,Caterpiller,Berrow,Somerset,England,United Kingdom,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14641,Roller Coaster,Kiddieville,Dubai,Dubai,United Arab Emirates,SBNO,,2019-05,Steel,Family,Sit Down,,,,,0,,
14642,unknown,Enping,Jiangmen,Guangdong,China,Operating,2009,,Steel,Family,Sit Down,,,,,0,,
14644,Dragon Mini Train,Al Qasba,Sharjah,Sharjah,United Arab Emirates,Operated,,,Steel,Family,Sit Down,,,,,0,,
14646,Switchback Railway,Harlem Park,Rockford,Illinois,United States,Operated,1891,1904,Wood,,Sit Down,,,,,0,,
14652,Dragon,Ajman Market,Ajman,Ajman,United Arab Emirates,Operated,,,Steel,Family,Sit Down,,,,,0,,
14653,Blizzard,Ajman Market,Ajman,Ajman,United Arab Emirates,Operated,2015,2017,Steel,Thrill,Sit Down,721.8,24.6,,22.4,0,,
14655,Canadian Topsy Turvy Railway,London,Greater London,England,United Kingdom,Operated,1902,1909,Wood,Extreme,Sit Down,,,,,1,,
14656,Birnbeck Pier,Weston-Super-Mare,Somerset,England,United Kingdom,SBNO,,1994,,,,,,,,,,
14657,Switchback Railway,Weston-Super-Mare,Somerset,England,United Kingdom,Operated,,,Wood,,Sit Down,,,,,0,,
14658,unknown,Rock Springs Park,Chester,West Virginia,United States,Operated,1908,1952,Wood,,Sit Down,,,,,0,,
14660,unknown,Dixieland Park,Jacksonville,Florida,United States,Operated,1907-03-09,1917,Wood,,Sit Down,,,,,0,,
14662,unknown,Dreamland,Decatur,Illinois,United States,Operated,1905,1911,Wood,,Sit Down,,,,,0,,
14664,Exposition Flyer,Exposition Park,Aurora,Illinois,United States,Operated,1922,1941,Wood,,Sit Down,,,,,0,,
14666,unknown,Electric Park,Kankakee,Illinois,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14668,unknown,Keewahdin Park,Port Huron,Michigan,United States,Operated,1907,1915,Wood,,Sit Down,,,,,0,,
14670,unknown,Luna Park,Mansfield,Ohio,United States,Operated,1905,1920,Wood,,Sit Down,,,,,0,,
14671,unknown,Luna Park,Mansfield,Ohio,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14672,Deep Dipper,Whittington Park,Hot Springs,Arkansas,United States,Operated,,,Wood,,Sit Down,,,,,0,,
14674,Twiztlers,Funtazmo, Muscat City,Muscat,Oman,Operating,2016-05-05,,Steel,Family,Sit Down,190,14,,,0,,
14675,Roller Coaster,Funtazmo, Muscat City,Muscat,Oman,Operating,2017-05,,Steel,Family,Sit Down,898.9,,,13.2,0,,
14678,Great Roller Bowler Coaster,Hillside Pleasure Park,Belleville,New Jersey,United States,Operated,1906,1908,Wood,,Sit Down,,,,,0,,
14680,Little Dipper,Peppermint Park,Madison,Wisconsin,United States,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
14683,Electric Eel,SeaWorld San Diego,San Diego,California,United States,Operating,2018-05-10,,Steel,Extreme,Sit Down,863,150,,62,1,,
14684,Recoil,Wonderla Amusement Park Kochi,Kochi,Kerala,India,Operating,2017-08-30,,Steel,Extreme,Sit Down,935,116.5,,47,3,,1:48
14686,Gliding Dragon / 滑行龙,Shangzhi,Harbin,Heilongjiang,China,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14689,Dragon Coaster / 小龙过山车,Shishi,Quanzhou,Fujian,China,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14691,Roller Coaster / 过山车,Yantan,Zigong,Sichuan,China,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14692,Toboggan,Family Kingdom Amusement Park,Myrtle Beach,South Carolina,United States,Operated,,,Steel,Family,Sit Down,450,45,,,0,,
14694,Spin UFO / 自旋飞碟,Qingyang,Chengdu,Sichuan,China,Operated,2007,2018,Steel,Family,Sit Down,,,,,0,,
14695,Outer Space Flying Car / 太空飛車,Qingyang,Chengdu,Sichuan,China,Operated,2007,2018,Steel,Family,Sit Down,,,,,0,,
14696,Fiesta Express,Gumo Land,Gumi-si,Gyeongsangbuk-do,South Korea,Operating,2013,,Steel,Family,Sit Down,262.5,,,,0,,
14697,Gliding Dragon,Guichi,Chizhou,Anhui,China,Operating,2015,,Steel,Family,Sit Down,,,,,0,,
14698,Large Roller Coaster / 大型过山车,Guichi,Chizhou,Anhui,China,Operating,2015,,Steel,Extreme,Sit Down,1443.6,,,,3,,
14700,unknown,Taihe,Fuyang,Anhui,China,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
14701,unknown,Taihe,Fuyang,Anhui,China,Operating,2016,,Steel,Extreme,Sit Down,,,,,4,,
14703,unknown,Yangzhong,Zhenjiang,Jiangsu,China,Operating,2016,,Steel,Thrill,Sit Down,,,,,0,,
14705,Family Ride,Al Shaab Village,Sharjah,Sharjah,United Arab Emirates,Operating,2013,,Steel,Kiddie,Sit Down,,,,,0,,
14707,Dragon,Al Rigga Carnival,Dubai,Dubai,United Arab Emirates,Operated,2014,2017,Steel,Family,Sit Down,,,,,0,,
14708,unknown,Ocean View Pavilion,Jacksonville Beach,Florida,United States,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
14712,Bug Whirled,Playland,Vancouver,British Columbia,Canada,Operating,2017,,Steel,Family,Sit Down,,,,,0,,
14714,Jungle Trailblazer / 丛林飞龙,Qingxiu,Nanning,Guangxi,China,Operating,2018-08-08,,Wood,Extreme,Sit Down,3198.8,108.3,100.8,54.1,0,61,
14715,Zhipao Science Theme Park / 智跑科技主题乐园,Qiaoxi,Xingtai,Hebei,China,Operating,2017-01-25,,,,,,,,,,,
14716,unknown,Qiaoxi,Xingtai,Hebei,China,Operating,2017-01-25,,Steel,Extreme,Inverted,1640.4,91.8,,43.5,4,,
14717,Fēnix,Toverland,Sevenum,Limburg,Netherlands,Operating,2018-07-07,,Steel,Extreme,Wing,2667.3,131.3,,59,3,,1:45
14720,unknown,Rita Park,Tegal,Central Java,Indonesia,Operating,2012,,Steel,Family,Sit Down,,,,,0,,
14721,Crazy Coaster,Blackpool,Lancashire,England,United Kingdom,Operating,2018,,Steel,Thrill,Sit Down,,,,,0,,
14724,Fiesta Express,Suvorov Park,Kobryn,Brest,Belarus,Operating,2011,,Steel,Family,Sit Down,,,,,0,,
14726,Alpine Hills / Альпийская Горка,Children's Park,Rechytsa,Gomel,Belarus,Operating,2007,,Steel,Thrill,Sit Down,898.9,,,,0,,
14728,Alpine Coaster,Ski complex Mazyr,Mazyr,Gomel,Belarus,Operating,2006,,Steel,Thrill,Sit Down,1345.2,,,,0,,
14730,Crazy Toboggan / Сумасшедший Тобоган,Solnechnaya Dolina,Minsk,Minsk,Belarus,SBNO,,2017,Steel,Thrill,Sit Down,918.7,,,,0,,
14732,unknown,Shingelbana Resort,Rawandiz,Erbil,Iraq,Operating,2006,,Steel,Thrill,Sit Down,3182.4,,,,0,,
14733,Green Streak,Paragon Park,Hull,Massachusetts,United States,Operated,1912,1916,Wood,,Sit Down,,,,,0,,
14735,unknown,Al Kar Tourist Village,Al Hada,Makkah,Saudi Arabia,Operating,2001,,Steel,Thrill,Sit Down,3625.3,,,,0,,
14737,unknown,Green Mountain Resort,Ta'if,Makkah,Saudi Arabia,Operating,2002,,Steel,Thrill,Sit Down,3051.2,,,,0,,
