ID,CoasterName,Park,City,State,Country,Status,OpSince,OpUntil,Type,Scale,Design,Length,Height,Drop,Speed,Inversions,Vertical,Duration
16414,Happy Hills,Istiqlol Bolalar Bog’i,Jizzakh,Jizzakh,Uzbekistan,Operating,2015,,Steel,Family,Sit Down,,,,,0,,
16416,unknown,Uchkuduk Amusement Park,Uchkuduk,Navoiy,Uzbekistan,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
16418,unknown,Park Istiklol,Nukus,Karakalpakstan,Uzbekistan,Operating,2013,,Steel,Family,Sit Down,,,,,0,,
16420,unknown,Park Amira Timura,Urgench,Khorezm,Uzbekistan,Operating,2017,,Steel,Family,Sit Down,,,,,0,,
16421,unknown,Park Amira Timura,Urgench,Khorezm,Uzbekistan,Operating,2017,,Steel,Family,Sit Down,,,,,0,,
16423,unknown,Quyoshcha Nuri,Bektemir,Tashkent City,Uzbekistan,Operating,2017,,Steel,Family,Sit Down,,,,,0,,
16425,Magic Ring Speed Racing / 魔环飞车,Keqiao,Shaoxing,Zhejiang,China,Operating,2019-08,,Steel,Extreme,Sit Down,,,,,2,,
16426,unknown,Chongqing Wanda Theme Park,Shapingba,Chongqing,China,Under Construction,,,Steel,Extreme,Sit Down,,229.6,,,0,,
16427,Kiddie Coaster,Summit Beach Park,Akron,Ohio,United States,Operated,,,Wood,Family,Sit Down,,,,,0,,
16429,Roller Coaster / 过山车,Xiashan,Zhanjiang,Guangdong,China,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16430,Dream Ocean Roller Coaster / 梦幻海洋过山车,Wenjiang,Chengdu,Sichuan,China,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
16432,Green Worm Coaster / 青虫滑车,Qingyang,Chengdu,Sichuan,China,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16434,Dragon Coaster,Krisna Funtastic Land,Buleleng,Bali,Indonesia,Operating,2016-11-10,,Steel,Family,Sit Down,,,,,0,,
16436,Roller Coaster,Breizh Land Parc,Surzur,Brittany,France,Operated,,,Steel,Family,Sit Down,,,,,0,,
16437,Spin-o-Saurus,Wonderland Amusement Park,Amarillo,Texas,United States,Under Construction,,,Steel,Family,Sit Down,190,14,,,0,,
16439,Rocky Top Mountain Coaster,Rocky Top Mountain Coaster,Pigeon Forge,Tennessee,United States,Operating,2018-11-22,,Steel,Thrill,Sit Down,3690.9,,,,0,,
16444,Roller Coaster / Американские Горки,Sitora Bolalar Bog'i,Bukhara,Bukhara,Uzbekistan,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16445,Loviya Yulagi,Yoshlik Istirohat Bog'i,Samarkand,Samarkand,Uzbekistan,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16447,Boomerang,Subic Fiesta Carnival,Subic Bay,Zambales,Philippines,Operated,2014,2018,Steel,Thrill,Sit Down,,,,,0,,
16451,O’rmon Sarguzashtlari,G’afur G’ulom Nomidagi Madaniyat Va Istirohat Bog’i,Chilonzor,Tashkent City,Uzbekistan,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16452,G’aroyib Sayohat,Ashxobod Sayilgohi,Yashnobod,Tashkent City,Uzbekistan,Operating,2018-04-30,,Steel,Family,Sit Down,,,,,0,,
16453,Lost Valley / Thung lũng bị lãng quên,VinWonders,Hội An,Quảng Nam,Vietnam,Operating,2018-04-28,,Steel,Thrill,Sit Down,,,,,0,,
16454,Desert Twister / Cơn lốc sa mạc,VinWonders,Hội An,Quảng Nam,Vietnam,Operating,2018-04-28,,Steel,Family,Suspended,,,,,0,,
16459,RHC-6A,Torch Hi-tech Industrial Development Zone,Zhongshan,Guangdong,China,In Production,,,,,,,,,,,,
16460,RHC-6B,Torch Hi-tech Industrial Development Zone,Zhongshan,Guangdong,China,In Production,,,,,,,,,,,,
16462,Spinning Coaster,VinWonders,Hội An,Quảng Nam,Vietnam,Operating,2018-04-28,,Steel,Family,Sit Down,,,,,0,,
16463,Family Coaster,VinWonders,Hội An,Quảng Nam,Vietnam,Operating,2018-04-28,,Steel,Family,Sit Down,452.8,12.3,,,0,,0:55
16465,unknown,Junshan,Yueyang,Hunan,China,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16467,Spinning Coaster,Helio Center,Hải Châu,Đà Nẵng,Vietnam,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
16468,unknown,Changping,Dongguan,Guangdong,China,Operating,2018,,Steel,Thrill,Sit Down,,,,,0,,
16469,Forest Adventure / 숲속 열차,Masanhappo-gu,Changwon,Gyeongsangnam-do,South Korea,Operating,2019-09-06,,Steel,Family,Sit Down,,,,,0,,
16473,Twin Peaks BMW / 双峰宝马,Tianqiao,Jinan,Shandong,China,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16474,Worm Around / 果虫滑车,Huaiyin,Jinan,Shandong,China,Operating,2018,,Steel,Kiddie,Sit Down,,,,,0,,
16475,Space Vehicle / 太空飞车,Huaiyin,Jinan,Shandong,China,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16476,Family Roller Coaster / 家庭过山车,Linwei,Weinan,Shaanxi,China,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16478,Outer Space Flying Car / 太空飞车,Wuhou,Chengdu,Sichuan,China,Operating,2000,,Steel,Family,Sit Down,,,,,0,,
16479,Steel Curtain,Kennywood,West Mifflin,Pennsylvania,United States,Operating,2019-07-13,,Steel,Extreme,Sit Down,4000,220,,75,8,,2:00
16486,Dazzling Roller Coaster / 酷炫过山车,Ouhai,Wenzhou,Zhejiang,China,Operating,2018-06-16,,Steel,Extreme,Sit Down,1286.1,59,,,1,,
16487,unknown,Sarzamin-e Khorshid,Mashhad,Razavi Khorasan,Iran,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16488,unknown,Sarzamin-e Khorshid,Mashhad,Razavi Khorasan,Iran,Operating,2018,,Steel,Thrill,Sit Down,,,,,0,,
16490,Kullakaevandus,Kadrioru Karussell,Tallinn,Harju,Estonia,Operating,2015,,Steel,Family,Sit Down,,,,,0,,
16493,unknown,Bambino Super City,Kabuga,Kigali,Rwanda,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
16495,Crazy Trail,Magic Island,Silay,Negros Occidental,Philippines,Under Construction,,,Steel,Thrill,Sit Down,,,,,0,,
16498,Super Roller Coaster / 超能过山车,Xinbei,Changzhou,Jiangsu,China,Operating,2017,,Steel,Extreme,Sit Down,1286.1,59,,,1,,
16499,Fruit Worm Coaster / 果虫滑车,Huaiyin,Huai'an,Jiangsu,China,Operating,2013,,Steel,Kiddie,Sit Down,,,,,0,,
16501,unknown,Niğde Lunapark,Niğde,Niğde,Turkey,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
16502,Funcoaster,Techfun,Sainte-Hélène-du-Lac,Auvergne-Rhône-Alpes,France,In Production,,,,,,,,,,,,
16504,Thriller,Happy Land,Adana,Adana,Turkey,Operated,2017,2018,Steel,Thrill,Sit Down,1410.8,54.2,,,0,,1:15
16505,Mouse Coaster,Happy Land,Adana,Adana,Turkey,Operated,2017,2018,Steel,Thrill,Sit Down,,,,,0,,
16506,unknown,Happy Land,Adana,Adana,Turkey,Operated,2017,2018,Steel,Family,Sit Down,,,,,0,,
16507,unknown,Yanhu,Yuncheng,Shanxi,China,Operating,2008,,Steel,Extreme,Sit Down,590.5,52.4,,,1,,
16508,Visionland / 卡乐星球,Dingcheng,Changde,Hunan,China,Operating,2020-01-18,,,,,,,,,,,
16509,unknown,Dingcheng,Changde,Hunan,China,Operating,2020-01-18,,Steel,Extreme,Inverted,,,,,4,,
16512,Cobra,Magic World,Hyères,Provence-Alpes-Côte d'Azur,France,Operated,2008,2019,Steel,Thrill,Sit Down,,,,,0,,
16513,Crazy Mouse,Azur Park,St. Tropez,Provence-Alpes-Côte d'Azur,France,Operating,2017,,Steel,Thrill,Sit Down,,,,,0,,
16514,Pomme,Azur Park,St. Tropez,Provence-Alpes-Côte d'Azur,France,Operating,2009,,Steel,Family,Sit Down,,,,,0,,
16515,Crazy Mouse,Lunapark Fréjus,Fréjus,Provence-Alpes-Côte d'Azur,France,Operating,2009,,Steel,Thrill,Sit Down,,,,,0,,
16516,Dragon's Flight,Fantasy Island,Grand Island,New York,United States,Operated,2019-08-03,2019,Steel,Family,Sit Down,,,,,0,,
16518,unknown,Yurkin Park,Kirov,Kirov,Russia,Operating,2018-08-04,,Steel,Extreme,Sit Down,,,,,1,,
16520,Asteroid / Астероид,City Park,Almetyevsk,Tatarstan,Russia,Operated,2002,2017,Steel,Family,Sit Down,,19.7,,,0,,
16521,Formula Viatti,City Park,Almetyevsk,Tatarstan,Russia,Operating,2018,,Steel,Family,Sit Down,,29.5,,,0,,
16523,Family Ride,Loos Parc,Loos-en-Gohelle,Hauts-de-France,France,Operating,2018-07-14,,Steel,Kiddie,Sit Down,,,,,0,,
16525,Mine 1771 / Шахта 1771,Dreamwood,Yalta,Crimea,Ukraine,Operating,2018-06,,Steel,Family,Sit Down,656.2,29.5,,27.3,0,,
16528,Montanha Russa,Parque do Golinha,Curitiba,Paraná,Brazil,Operating,2017,,Steel,Family,Sit Down,,,,,0,,
16530,Brucomela,Baby Luna Park,Turin,Piedmont,Italy,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
16532,Brucomela,Happy Arena,Caorle,Veneto,Italy,Operating,2015,,Steel,Family,Sit Down,,,,,0,,
16534,Bruco,Edenlandia,Naples,Campania,Italy,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16537,Figure 8,Eldora Park,Carroll Township,Pennsylvania,United States,Operated,,,Wood,,Sit Down,,,,,0,,
16540,Russian Train / القطار الروسي,Shawar Land,Qalqilya,West Bank,Palestine,Operating,2013,,Steel,Thrill,Sit Down,,,,,0,,
16541,unknown,Haddad Tourism Village,Jenin,West Bank,Palestine,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
16542,unknown,Haddad Tourism Village,Jenin,West Bank,Palestine,Operating,2016,,Steel,Thrill,Sit Down,,,,,0,,
16543,unknown,Haddad Tourism Village,Jenin,West Bank,Palestine,Operating,2018-05-09,,Steel,Extreme,Sit Down,,,,,5,,
16547,Cyclone,Barry Island,Vale of Glamorgan,Wales,United Kingdom,Operating,2018,,Steel,Thrill,Sit Down,,,,,0,,
16549,unknown,Kettering,Northamptonshire,England,United Kingdom,Operated,1989,1990,Steel,Thrill,Sit Down,,,,,0,,
16553,Miner Mike,Funtasticks,Pineville,North Carolina,United States,Operating,2018,,Steel,Kiddie,Sit Down,,,,,0,,
16554,unknown,Chavi Land,Sulaymaniyah,Sulaymaniyah,Iraq,Operating,2013,,Steel,Extreme,Sit Down,1443.6,,,,2,,
16560,Dragon,Aile Parkı,Konya,Konya,Turkey,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
16561,Family Coaster,Aladin Amusement Park,Karachi,Sindh,Pakistan,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16563,Mini Canyon,Berlika Parkı,Konya,Konya,Turkey,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
16566,unknown,Yuanzhou,Yichun,Jiangxi,China,Operating,2013,,Steel,Thrill,Sit Down,,,,,0,,
16567,unknown,Yuanzhou,Yichun,Jiangxi,China,Operating,2016,,Steel,Extreme,Sit Down,,,,,4,,
16568,King Bee,Boardwalk Park,Whiting,Indiana,United States,Operated,1925-07-04,1928,Wood,,Sit Down,2640,95,,,0,,
16569,Vertika,La Récré des 3 Curés,Milizac,Brittany,France,Operating,2020-06-06,,Steel,,Sit Down,1443.6,88.6,,49.7,2,91,
16570,Butterfly,Parc d'attractions - Amusement Park de Chamonix,Chamonix,Auvergne-Rhône-Alpes,France,Operating,2018-07-23,,Steel,Family,Sit Down,,,,,0,,
16572,unknown,Yuehu,Yingtan,Jiangxi,China,Operating,2011,,Steel,Family,Sit Down,,,,,0,,
16573,unknown,Yuehu,Yingtan,Jiangxi,China,Operating,2011,,Steel,Thrill,Sit Down,,,,,0,,
16574,Puppy Coaster / 柯基跑跑车,Qingxiu,Nanning,Guangxi,China,Operating,2018-08-08,,Steel,Family,Sit Down,,,,,0,,
16575,Caterpillar Train,Askari Islands of Fun,Karachi,Sindh,Pakistan,SBNO,,2019,Steel,Family,Sit Down,,,,,0,,
16576,Spinning Coaster,CJ Barrymore's Family Entertainment Center,Clinton Township,Michigan,United States,Operating,2019-04-03,,Steel,Family,Sit Down,,,,,0,,
16577,Ratoncit,Aventura Luna Park,Guatire,Miranda,Venezuela,Operating,2011,,Steel,Family,Sit Down,,,,,0,,
16579,Ring of Fire,Aladin Amusement Park,Karachi,Sindh,Pakistan,Operated,,,Steel,Extreme,Sit Down,,,,,1,,
16581,Crazy Taxi India,Trans Studio Mini,Jember,East Java,Indonesia,Operating,2018-12,,Steel,Family,Sit Down,810.4,42.7,,27.7,0,,
16582,Happy Coast Theme Park / 欢乐海岸主题公园,Shunde,Foshan,Guangdong,China,Operating,2019-09-13,,,,,,,,,,,
16583,Water Roller Coaster / 水上过山车,Shunde,Foshan,Guangdong,China,Operating,2019-09-13,,Steel,Thrill,Sit Down,,,,,0,,
16584,Family Roller Coaster / 家庭过山车,Shunde,Foshan,Guangdong,China,Operating,2019-09-13,,Steel,Family,Sit Down,,,,,0,,
16585,Bruco Mela,City Park,Tomsk,Tomsk,Russia,Operating,2012,,Steel,Family,Sit Down,,,,,0,,
16586,Maxx Force,Six Flags Great America,Gurnee,Illinois,United States,Operating,2019-07-04,,Steel,Extreme,Sit Down,1800,175,,78,5,,0:23
16587,Batman The Ride,Six Flags Discovery Kingdom,Vallejo,California,United States,Operating,2019-05-25,,Steel,Extreme,Wing,1019,120,55,38,0,,
16588,West Coast Racers,Six Flags Magic Mountain,Valencia,California,United States,Operating,2020-01-09,,Steel,Extreme,Sit Down,4000,67,,55,4,,3:00
16589,Frankie's Mine Train,Frontier City,Oklahoma City,Oklahoma,United States,Operating,2019-05-25,,Steel,Family,Sit Down,262.5,,,,0,,
16590,unknown,Yunyang,Shiyan,Hubei,China,Operating,2017-07-26,,Steel,Thrill,Sit Down,,,,,0,,
16595,unknown,Tunxi,Huangshan,Anhui,China,Operating,2018,,Steel,Thrill,Sit Down,,,,,0,,
16596,unknown,Dingcheng,Changde,Hunan,China,Operating,2020-01-18,,Steel,Extreme,Sit Down,1286.1,58.7,,,1,,
16598,Alpine Coaster / 滑道,Panlong,Kunming,Yunnan,China,Operating,1999,,Steel,Thrill,Sit Down,3937,,,,0,,
16599,Sky Rider,Hermon Ski Resort,Hermon,Golan Heights,Syria,Operating,2018-06,,Steel,Family,Suspended,1082.7,,,,0,,
16602,unknown,Xincheng,Hohhot,Nei Mongol,China,Operating,2017,,Steel,Family,Sit Down,,,,,0,,
16603,Drachen Höhle,Freizeit-Land Geiselwind,Geiselwind,Bavaria,Germany,Operating,2019-04-13,,Steel,Thrill,Sit Down,1259.8,22.7,,25.5,0,,1:15
16605,unknown,Waverly Park,Lansing,Michigan,United States,Operated,,,Wood,,Sit Down,,,,,0,,
16606,Children Coaster / 儿童过山车,Donghu,Nanchang,Jiangxi,China,Operating,2018-10,,Steel,Thrill,Sit Down,,26.2,,24.9,0,,
16607,Tigris,Busch Gardens Tampa,Tampa,Florida,United States,Operating,2019-04-19,,Steel,Extreme,Sit Down,863,150,,62,1,,
16609,Brocomela,Calp,Alicante,Valencian Community,Spain,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
16611,Dragon,Lunapark,Kuşadası,Aydın,Turkey,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
16612,Swampwater Snake,Wild Adventures,Valdosta,Georgia,United States,Operating,2019,,Steel,Family,Sit Down,262,8,,,0,,
16613,Dragon,Lunapark Payallar,Payallar,Antalya,Turkey,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
16615,unknown,Guang'an,Guang'an,Sichuan,China,Operating,2008,,Steel,Kiddie,Sit Down,,,,,0,,
16616,unknown,Funny Park,Tolyatti,Samara,Russia,Operated,,,Steel,Family,Sit Down,,,,,0,,
16617,Indianapolis,Funny Park,Tolyatti,Samara,Russia,Operating,2018,,Steel,Kiddie,Sit Down,,,,,0,,
16619,Shark Trip,Atatürk Parkı,Antalya,Antalya,Turkey,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
16621,unknown,Meitan,Zunyi,Guizhou,China,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
16623,Sevimli Dragon,Göksu Park,Etimesgut,Ankara,Turkey,Operating,2018,,Steel,Kiddie,Sit Down,,,,,0,,
16624,unknown,Luna Park,Sincan,Ankara,Turkey,Under Construction,,,Steel,Thrill,Sit Down,,,,,0,,
16625,Jurassic River,Cavallino Matto,Castagneto Carducci,Tuscany,Italy,Operating,2018-09-15,,Steel,Thrill,Sit Down,,,,,0,,
16628,unknown,Longhui,Shaoyang,Hunan,China,Operating,2000,,Steel,Thrill,Sit Down,,,,,0,,
16630,unknown,Yinjiang,Tongren,Guizhou,China,Operating,2015,,Steel,Family,Sit Down,,,,,0,,
16632,Tatrabob,El Baghi Park,Tabriz,East Azarbaijan,Iran,Operating,2012,,Steel,Thrill,Sit Down,,,,,0,,
16634,R.C Racer,Lake View Park,Islamabad,Islamabad Capital Territory,Pakistan,SBNO,,2019,Steel,Family,Wing,,,,,0,,
16636,unknown,Al-Jazeera Recreational Park,Mosul,Nineveh,Iraq,Operating,2018,,Steel,Thrill,Sit Down,,,,,0,,
16642,Dağ Kızağı,Macera Parkı,Gebze,Kocaeli,Turkey,Operating,2017,,Steel,Thrill,Sit Down,,,,,0,,
16644,Elma Kurdu,Aydoğdu Lunapark,Mudanya,Bursa,Turkey,Operating,2017,,Steel,Family,Sit Down,,,,,0,,
16646,unknown,Rafsanjan Sarcheshmeh Copper Town,Shahrak Mes Sarcheshmeh,Kerman,Iran,Operating,2011,,Steel,Thrill,Sit Down,,59.1,,,0,,
16648,unknown,City Games Gulls Karbala,Karbala,Karbala,Iraq,Operating,2004,,Steel,Thrill,Sit Down,,,,,0,,
16650,Flying Rally / แรลลี่เวหา,Ocean World,Mueang Chonburi,Chon Buri,Thailand,Operated,1986,1992,Steel,Thrill,Sit Down,,,,,0,,
16652,Dragon,Via/Crazy Park,Sultanbeyli,Istanbul,Turkey,Operating,2012,,Steel,Kiddie,Sit Down,,,,,0,,
16653,Harley,Tsentralnyy Park,Perm,Perm,Russia,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
16655,unknown,Port Talbot,Neath Port Talbot,Wales,United Kingdom,Operated,,,Wood,,Sit Down,,,,,0,,
16658,Pharaoh,Anjo World,Minglanilla,Cebu,Philippines,Under Construction,,,Steel,Extreme,Sit Down,1286.1,58.7,,,1,,
16659,unknown,Port Talbot,Neath Port Talbot,Wales,United Kingdom,Operated,,,Wood,,Sit Down,,,,,0,,
16660,unknown,Port Talbot,Neath Port Talbot,Wales,United Kingdom,Operated,,,Wood,,Sit Down,,,,,0,,
16662,Trovoada,Rock'n Roller,Foz do Iguaçu,Paraná,Brazil,Operating,2016-11,,Steel,Family,Sit Down,,,,,0,,
16664,unknown,Recreation Park Kolpino,Kolpino,Saint Petersburg,Russia,Operating,2007,,Steel,Family,Sit Down,,,,,0,,
16666,Kitchen Panic,Higashinada,Kobe,Hyōgo,Japan,Operated,,,Steel,Family,Sit Down,,,,,0,,
16667,unknown,Higashinada,Kobe,Hyōgo,Japan,Operated,,,Steel,Thrill,Sit Down,1925.8,,,,0,,2:30
16671,Family Banana Coaster / ファミリー・バナナ・コースター,Haikara't Yokocho,Shimonoseki,Yamaguchi,Japan,Operating,2013-09-14,,Steel,Family,Sit Down,,,,,0,,
16674,unknown,Wild Waters Water Park,Erie,Pennsylvania,United States,Operated,1978,1989,Steel,Thrill,Sit Down,,,,,0,,
16676,Kentucky Flyer,Kentucky Kingdom,Louisville,Kentucky,United States,Operating,2019-04-28,,Wood,Family,Sit Down,1288,47,44,35,0,52,
16677,unknown,Yaodu,Linfen,Shanxi,China,Operating,2017,,Steel,,Suspended,,,,,0,,
16680,Jungle Squirrels / 丛林飞鼠,Shunde,Foshan,Guangdong,China,Operating,2015,,Steel,Family,Sit Down,,,,,0,,
16682,Candymonium,Hersheypark,Hershey,Pennsylvania,United States,Operating,2020-07-03,,Steel,Extreme,Sit Down,4636,210,,76,0,77.3,2:26
16684,Babylon Spinning Coaster,Babylon Park,Eilat,Southern,Israel,Operating,2014,,Steel,Family,Sit Down,,,,,0,,
16686,Brucomela,Parco Giochi Steinhaus,Cagliari,Sardinia,Italy,Operating,1987,,Steel,Family,Sit Down,,,,,0,,
16692,Inferno Mountain Coaster,Purgatory Resort,Durango,Colorado,United States,Operating,2018-08-25,,Steel,Thrill,Sit Down,4000,,,25,0,,
16695,Custom,Zierer,Deggendorf,Bavaria,Germany,In Production,,,,,,,,,,,,
16697,Max + Moritz,Efteling,Kaatsheuvel,North Brabant,Netherlands,Operating,2020-06-20,,Steel,Family,Sit Down,984.3,19.7,,22.4,0,,2:30
16701,unknown,Quanshan,Xuzhou,Jiangsu,China,Operating,2020-04-18,,Steel,Thrill,Sit Down,,,,,0,,
16702,Russian Coaster / Русские Горки,Babushkin Park,Saint Petersburg,Saint Petersburg,Russia,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16703,unknown,Belinsky Park,Penza,Penza,Russia,Operated,1970,2000,Steel,Extreme,Sit Down,,,,,1,,
16707,unknown,Lunapark,Darıca,Kocaeli,Turkey,Operating,2017,,Steel,Kiddie,Sit Down,,,,,0,,
16709,unknown / Tàu lớn trên không,Phu Cuong Land,Rạch Giá,Kiên Giang,Vietnam,Operating,2018-10-05,,Steel,Family,Sit Down,,,,,0,,
16710,unknown,Jiangyang,Luzhou,Sichuan,China,Operating,2016,,Steel,Family,Sit Down,,,,,0,,
16713,unknown,Yilihe Amusement Park,Yining,Xinjiang Uygur,China,Operating,2016,,Steel,Extreme,Sit Down,,,,,2,,
16714,unknown,Yilihe Amusement Park,Yining,Xinjiang Uygur,China,Operating,2016,,Steel,Thrill,Sit Down,,,,,0,,
16716,Velociráptor,Terra Magica Florybal,Canela,Rio Grande do Sul,Brazil,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16717,unknown,Future World,Thanyaburi,Pathum Thani,Thailand,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
16720,Namazu,Vulcania,Saint-Ours,Auvergne-Rhône-Alpes,France,Under Construction,,,Steel,,Sit Down,1902.9,52.5,,,,,
16721,Kereta Misteri,Dunia Fantasi,North Jakarta,Jakarta,Indonesia,Operating,2019-12-21,,Steel,Family,Sit Down,1955.4,49.2,,39.8,0,,
16722,Draken,Energylandia,Zator,Małopolskie,Poland,Operating,2019-07-20,,Steel,Family,Sit Down,,,,,0,,
16724,Gusanito,Parque Los Valentinos,Guadalajara,Jalisco,Mexico,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16725,Montaña Loca,Parque Los Valentinos,Guadalajara,Jalisco,Mexico,Operating,2018,,Steel,Thrill,Sit Down,,,,,0,,
16726,unknown,Yuetang,Xiangtan,Hunan,China,Operating,2018,,Steel,Family,Sit Down,,,,,0,,
16730,Gods of Egypt - Battle for Eternity,Xiangzhou,Zhuhai,Guangdong,China,Operating,2019,,Steel,Family,Sit Down,,,,,0,,
16732,unknown,Kiddieland,Overland Park,Kansas,United States,Operated,1966,1966,Steel,Kiddie,Sit Down,,,,,0,,
