ID,CoasterName,Park,City,State,Country,Status,OpSince,OpUntil,Type,Scale,Design,Length,Height,Drop,Speed,Inversions,Vertical,Duration
2370,Zig Zag,Walygator Parc,Maizières-les-Metz,Grand Est,France,Operated,2003-05-08,2003,Steel,Thrill,Sit Down,1213.9,45.9,,28,0,,1:50
2371,Wild Train,Extreme Park,Mariupol,Donetsk,Ukraine,Operating,2003-07-19,,Steel,Thrill,Sit Down,524.9,26.3,,,0,,
2372,Scenic Railway,Rocky Point Park,Warwick,Rhode Island,United States,Operated,1914,1918,Wood,,Sit Down,,,,,0,,
2373,Mine Twister,Remlinger Farms,Carnation,Washington,United States,Operated,1996,2012,Steel,Kiddie,Sit Down,,,,,0,,
2374,Twist and Shout,Galston,East Ayrshire,Scotland,United Kingdom,Operated,2003,2010,Steel,Extreme,Sit Down,1817,60,,41,1,,1:48
2375,Big Apple,Parc Avenue,Lanas,Auvergne-Rhône-Alpes,France,Operated,,,Steel,Family,Sit Down,,,,,0,,
2376,Star Wars,Parc Avenue,Lanas,Auvergne-Rhône-Alpes,France,Operated,,,Steel,Thrill,Sit Down,450,45,,,0,,
2377,City Jet,Parc Avenue,Lanas,Auvergne-Rhône-Alpes,France,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
2378,Aéroplane,Parc Avenue,Lanas,Auvergne-Rhône-Alpes,France,Operated,,,Steel,,Suspended,,,,,0,,
2379,Greased Lightnin',Six Flags Discovery Kingdom,Vallejo,California,United States,In Storage,,,Steel,Extreme,Sit Down,863,137.8,,57,1,70,0:30
2380,Skytrak,Manchester,Greater Manchester,England,United Kingdom,Operated,1997-10,1998,Steel,,Flying,1282,50,,28,0,,
2381,Galaxi,Fun Forest Amusement Park,Seattle,Washington,United States,Operated,1974,1992,Steel,Thrill,Sit Down,,,,,0,,
2382,Future World Experience,Aomi,Koto,Tokyo,Japan,Operated,2002,2003-05-29,Steel,Family,Sit Down,,,,,0,,
2383,unknown,Tops,Brisbane,Queensland,Australia,Operated,1988,2001,Steel,Family,Sit Down,,,,,0,,
2384,Red Streaker,Willow Mill Park,Mechanicsburg,Pennsylvania,United States,Operated,1937,1989,Wood,,Sit Down,,,,,0,,
2385,Big Timber Log Ride,Enchanted Forest,Turner,Oregon,United States,Operating,1996,,Steel,Thrill,Sit Down,,,40,,0,,
2386,Looping,Feira Popular de Lisboa,Lisbon,Lisbon,Portugal,Operated,1988,2003-10-05,Steel,Extreme,Sit Down,1197.5,36.1,,,1,,
2387,Looping,Parc Saint Paul,Saint-Paul,Hauts-de-France,France,Operated,2003,2005,Steel,Extreme,Sit Down,,,,,1,,1:20
2388,Hili Mouse,Hili Fun City,Al Ain,Abu Dhabi,United Arab Emirates,Operated,2002,2019-02-19,Steel,Family,Sit Down,,,,,0,,
2389,Expedition Everest,Walt Disney World - Disney's Animal Kingdom,Lake Buena Vista,Florida,United States,Operating,2006-04-07,,Steel,Extreme,Sit Down,4424,112,80,50,0,,2:50
2390,Komet,Encounter Zone,Dubai,Dubai,United Arab Emirates,Operated,1998,2005,Steel,Family,Flying,,7,,,0,,
2391,Go Gator,MeirLand,Tel Aviv,Tel Aviv,Israel,Operated,1987,2003,Steel,Kiddie,Sit Down,,,,,0,,
2392,Mini Montanha,Parquinho da Redenção,Porto Alegre,Rio Grande do Sul,Brazil,Operating,,,Steel,Family,Sit Down,,,,,0,,
2393,Rail Chase The Ride,Naka,Yokohama,Kanagawa,Japan,Operated,1994-07-20,2005,Steel,,Sit Down,,,,,0,,
2394,Déval'Train,Parc des Combes,Creusot,Bourgogne-Franche-Comté,France,Operating,2003,,Steel,Family,Sit Down,679.2,27.9,,21.7,0,,0:44
2395,Dark Ride,Dream Park,6th of October City,Giza,Egypt,Operating,1998,,Steel,Family,Sit Down,,,,,0,,
2396,Zug des Manitu,Wiener Prater,Vienna,Vienna,Austria,Operating,2002,,Steel,Kiddie,Sit Down,,,,,0,,
2397,Dive to Atlantis,Mt. Olympus Water & Theme Park,Wisconsin Dells,Wisconsin,United States,Operated,2004,2007,Steel,Thrill,Sit Down,,,,,0,,
2398,Tarzungle,Zygo Park,Nice,Provence-Alpes-Côte d'Azur,France,Operated,1987,1991,Steel,Family,Sit Down,652.9,19.7,,19.9,0,,
2399,Mad Mouse,Downunderland,Canberra,Australian Capital Territory,Australia,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
2400,Big Cheese,Western Playland,El Paso,Texas,United States,Operated,1960,1998,Steel,Thrill,Sit Down,,,,,0,,
2401,Super 8,Liseberg,Gothenburg,Västra Götaland,Sweden,Operated,1966,1979,Steel,Thrill,Sit Down,1837,50,,40,0,,
2403,Blue Streak Racer,Pacific Park,Santa Monica,California,United States,Operated,1917-04-04,1923,Wood,,Sit Down,3500,60,,,0,,
2404,High Roller,Recreation Park,Asheville,North Carolina,United States,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
2405,Dolphin,Misaki Park,Osaka,Osaka,Japan,Operated,1980,2002,Steel,Extreme,Sit Down,,,,,1,,
2406,Jet Coaster / ジェットコースター,Misaki Park,Osaka,Osaka,Japan,Operated,1957,2020-03-31,Steel,Family,Sit Down,,,,,0,,1:58
2407,New Wild Mouse Coaster,Misaki Park,Osaka,Osaka,Japan,Operated,1996,2020-03-31,Steel,Thrill,Sit Down,,,,,0,,1:28
2408,Child Coaster,Misaki Park,Osaka,Osaka,Japan,Operated,1987-03-11,2020-03-31,Steel,Family,Sit Down,,,,,0,,0:45
2409,Dragon Coaster / ドラゴンコースター,Misaki Park,Osaka,Osaka,Japan,Operated,,,Steel,Family,Sit Down,,,,,0,,1:06
2410,Dragon's Fury,Chessington,Greater London,England,United Kingdom,Operating,2004-03-27,,Steel,Thrill,Sit Down,1706,50.8,,,0,,
2411,Zip,Oaks Amusement Park,Portland,Oregon,United States,Operated,1927,1934,Wood,,Sit Down,,,,,0,,
2412,Bubbles The Coaster,Storybook Land,Egg Harbor Township,New Jersey,United States,Operating,2000,,Steel,Family,Sit Down,,,,,0,,
2413,Junior Roller Coaster,Jubilee Park,Carolina Beach,North Carolina,United States,Operated,1977,2004,Steel,Kiddie,Sit Down,,,,,0,,
2414,Mad Mouse,Cliff's Amusement Park,Albuquerque,New Mexico,United States,Operated,1964,1981,Steel,Thrill,Sit Down,,,,,0,,
2415,Mad Mouse,Magic Mesa Fun Park,Albuquerque,New Mexico,United States,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
2416,Coaster,Cliff's Amusement Park,Albuquerque,New Mexico,United States,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
2417,Tornado,Ventnor,Isle of Wight,England,United Kingdom,SBNO,,2003,Steel,Family,Sit Down,1312.3,29.5,,,0,,1:30
2418,X Speed,Movieland Park,Lago di Garda,Veneto,Italy,Operated,2003,2006,Steel,,Sit Down,639.8,23,,24.9,0,,
2419,Gusano,Parque Italo Americano,Caracas,Capital District,Venezuela,Operating,,,Steel,Family,Sit Down,,,,,0,,
2420,Montaña Rusa,Parque Italo Americano,Caracas,Capital District,Venezuela,Operated,2001,2010,Steel,Thrill,Sit Down,,,,,0,,
2421,Gauntlet,Magic Springs Theme and Water Park,Hot Springs,Arkansas,United States,Operating,2004-04-10,,Steel,Extreme,Inverted,2260,109,,49.7,5,,1:36
2422,Dragon Coaster Ride,Magic World Kid's Park,Pigeon Forge,Tennessee,United States,Operated,,,Steel,Family,Sit Down,,,,,0,,
2423,Galaxy Orbit,Peony Park,Omaha,Nebraska,United States,Operated,1972,1993,Steel,Thrill,Sit Down,,,,,0,,
2424,Raging Spirits / レイジングスピリッツ,Tokyo DisneySea,Urayasu,Chiba,Japan,Operating,2005-07-21,,Steel,Extreme,Sit Down,1968.5,,,37.3,1,,1:38
2425,Wild Maus,Queens Park,Long Beach,California,United States,Operated,1961,1979,Wood,Thrill,Sit Down,,,,,0,,
2426,Comet Jr.,Queens Park,Long Beach,California,United States,Operated,1949,1959,Wood,Family,Sit Down,,23,,,0,,
2427,Bisby's Spiral Airship,Queens Park,Long Beach,California,United States,Operated,1902,1915,Steel,,Suspended,,,,,0,,
2428,Family Coaster / 패밀리코스타,Play Village,Yongin-si,Gyeonggi-do,South Korea,Operating,1995,,Steel,Family,Sit Down,,,,,0,,
2429,Tren Búfalo,Puerto Aventura,Macul,Santiago,Chile,Operated,2004,2006,Steel,Family,Sit Down,,,,,0,,
2430,Figure 8,White City,Sheboygan,Wisconsin,United States,Operated,1907,1907,Wood,,Sit Down,,,,,0,,
2431,Cobra,Motherwell,North Lanarkshire,Scotland,United Kingdom,Operated,1998,2001,Steel,Thrill,Sit Down,1066.3,36.1,,28,0,,0:55
2432,Express,Motherwell,North Lanarkshire,Scotland,United Kingdom,Operated,2003,2004,Steel,Thrill,Sit Down,1066.3,36.1,,28,0,,0:55
2433,Tsunami,Motherwell,North Lanarkshire,Scotland,United Kingdom,Operated,2004-03-27,2016-06-26,Steel,Extreme,Inverted,,,,,2,,1:05
2434,Mini Mouse,Oasi Park,Rome,Lazio,Italy,Operating,2007,,Steel,Family,Sit Down,,,,,0,,
2435,Ameerika Mäed,Rocca al Mare Tivoli,Tallinn,Harju,Estonia,Operated,1997,2006,Steel,Thrill,Sit Down,984.3,49.3,,,0,,
2436,Python,Nashville Valley Amusement Park,Nashville,Tennessee,United States,Operated,2003-06-06,2004,Steel,Family,Sit Down,,,,,0,,
2437,King,Nashville Valley Amusement Park,Nashville,Tennessee,United States,Operated,2003-06-06,2004,Steel,Thrill,Sit Down,,,,,0,,
2438,Roller Coaster,Riverland Amusement Park,Sterling Heights,Michigan,United States,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
2439,Mouse Coaster,Riverview Park & Waterworld,Wisconsin Dells,Wisconsin,United States,Operated,2003,2008,Steel,Family,Sit Down,,,,,0,,
2440,Wilde Maus,Springlake Park,Oklahoma City,Oklahoma,United States,Operated,,,Wood,Thrill,Sit Down,,,,,0,,
2441,Little Dipper,Springlake Park,Oklahoma City,Oklahoma,United States,Operated,1957,1981,Wood,Family,Sit Down,,,,,0,,
2442,Go Gator,Palace Playland,Old Orchard Beach,Maine,United States,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
2443,Orient Express,Pirate's Fun Park,Salisbury,Massachusetts,United States,Operated,2002,2004-08-26,Steel,Family,Sit Down,,,,,0,,
2444,Wildcat,Pirate's Fun Park,Salisbury,Massachusetts,United States,Operated,1922,1975,Wood,,Sit Down,,,,,0,,
2445,Wild Mouse,Gay Dolphin Park,Myrtle Beach,South Carolina,United States,Operated,1960,1966,Steel,Thrill,Sit Down,,,,,0,,
2446,Wild Mouse,Folly Beach Pier,Folly Beach,South Carolina,United States,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
2447,Draak,Adinkerke-De Panne,West Flanders,Flemish Region,Belgium,Operating,2004-04-03,,Steel,Family,Sit Down,1476.4,45.9,,22.4,0,,
2448,Tail Spin,DandiLion Park,Muskego,Wisconsin,United States,Operated,1955,1975,Wood,Thrill,Sit Down,2500,75,,,0,,
2449,Wild Mouse,DandiLion Park,Muskego,Wisconsin,United States,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
2450,Little Dipper,DandiLion Park,Muskego,Wisconsin,United States,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
2451,Thunderhead,Dollywood,Pigeon Forge,Tennessee,United States,Operating,2004-04-03,,Wood,Extreme,Sit Down,3230,100.4,100,53.7,0,,
2452,Huracán,Parque Diversiones,La Uruca,San José,Costa Rica,Operated,1993-10-30,2003,Steel,Extreme,Sit Down,1017.1,39.3,,,1,,
2453,Ciclon,Parque Diversiones,La Uruca,San José,Costa Rica,Operated,,,Steel,Thrill,Sit Down,1099.1,36.8,,,0,,
2454,Teletren,Parque Diversiones,La Uruca,San José,Costa Rica,Operating,2002-12,,Steel,Family,Sit Down,262.5,13,,,0,,
2455,Montana Ghibli,Parque Diversiones,La Uruca,San José,Costa Rica,Operating,1984-05,,Steel,Family,Sit Down,,11.1,,,0,,
2456,Diving Shooter,Itozu No Mori Park,Kitakyushu,Fukuoka,Japan,Operated,,,Steel,,Sit Down,,,,,0,,
2457,Mini Apple,Alton,Staffordshire,England,United Kingdom,Operated,1982,1997,Steel,Family,Sit Down,,,,,0,,
2458,Giant Safety Coaster,Forest Park,Forest Park,Illinois,United States,Operated,1908,1922,Wood,,Sit Down,,,,,0,,
2459,Leap the Dips,Forest Park,Forest Park,Illinois,United States,Operated,1908,1918,Wood,,Sit Down,,,,,0,,
2460,Mad Mouse,Fun Town,Milwaukee,Wisconsin,United States,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
2461,L.A. Thompson Scenic Railway,Santa Cruz Beach Boardwalk,Santa Cruz,California,United States,Operated,1908,1923,Wood,,Sit Down,,,,,0,,
2462,Chenille,Koaland,Menton,Provence-Alpes-Côte d'Azur,France,Operating,2003,,Steel,Kiddie,Sit Down,,,,,0,,
2463,Jamming,Fiabilandia,Rimini,Emilia-Romagna,Italy,Operated,2003,2004,Steel,Thrill,Sit Down,,,,,0,,
2464,Revenge of the Mummy the Ride,Universal Studios Hollywood,Universal City,California,United States,Operating,2004-06-25,,Steel,Extreme,Sit Down,1906,44.4,,40,0,50,2:00
2465,Dragon Express,Adventure World,Bibra Lake,Western Australia,Australia,Operating,2003-09-27,,Steel,Family,Sit Down,262.5,13,,,0,,
2466,Whirlwind,Dinosaur Beach,Wildwood,New Jersey,United States,Operated,1935,1943-12-25,Wood,,Sit Down,,,,,0,,
2467,Thunder Eagle,Cascades d'eau de Piedmont,Piedmont,Québec,Canada,In Storage,,,Wood,Thrill,Sit Down,2500,70,,,0,,
2468,Monster Mouse,Fantasy Farm Amusement Park,Middletown,Ohio,United States,Operated,1984,1991,Steel,Thrill,Sit Down,,,,,0,,
2469,Roller Coaster,Fantasy Farm Amusement Park,Middletown,Ohio,United States,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
2470,Tulireki,Linnanmäki,Helsinki,Uusimaa,Finland,Operating,2004-04-29,,Steel,Thrill,Sit Down,1102.3,54.2,,36,0,,
2471,Dragon Wagon,Kidstar Park,Port Charlotte,Florida,United States,Operated,2003-11-20,2012,Steel,Kiddie,Sit Down,,,,,0,,
2472,Spinball Whizzer,Alton,Staffordshire,England,United Kingdom,Operating,2004-03-27,,Steel,Thrill,Sit Down,1476.4,55.8,,,0,,1:15
2473,Galaxi,Paragon Park,Hull,Massachusetts,United States,Operated,1969,1985,Steel,Thrill,Sit Down,,,,,0,,
2474,unknown,Paragon Park,Hull,Massachusetts,United States,Operated,,,Steel,Kiddie,Sit Down,,,,,0,,
2475,Chernomor,Admiral Vrungel,Gelendzhik,Krasnodar,Russia,Operated,2003,2007,Steel,,Sit Down,,,,,0,,
2476,Dragon,Playcenter Family,Aricanduva,São Paulo,Brazil,Operating,2002,,Steel,Family,Sit Down,,,,,0,,
2477,Runaway Train,Elitch Gardens,Denver,Colorado,United States,Operated,,,Steel,Family,Sit Down,,,,,0,,
2478,Cyclone,Parc Belmont,Montréal,Québec,Canada,Operated,1924,1983,Wood,,Sit Down,2476,,,40,0,,
2479,Wild Mouse,Parc Belmont,Montréal,Québec,Canada,Operated,,,Wood,Thrill,Sit Down,,,,,0,,
2480,Bayern Express,Nigloland,Dolancourt,Grand Est,France,Operated,1988,1993,Steel,Thrill,Sit Down,2132.6,,,,0,,
2481,Ferrovia Madeira Mamoré,Cidade da Criança,São Bernardo,São Paulo,Brazil,Operated,,,Steel,Family,Sit Down,,,,,0,,
2482,Falken,Fårup Sommerland,Blokhus,Nordjylland,Denmark,Operating,2004-05,,Wood,Extreme,Sit Down,2040.7,65.6,,46.6,0,,1:54
2483,Montanha Russa,Parque de Diversões Marisa,São Paulo,São Paulo,Brazil,Operated,1996,2013,Steel,Thrill,Sit Down,,,,,0,,
2484,Vlinder,Julianatoren,Apeldoorn,Gelderland,Netherlands,Operating,2000,,Steel,Family,Sit Down,,20,,,0,,1:44
2485,Cyclone,Nicco Park,Kolkata,West Bengal,India,Operating,2003,,Wood,,Sit Down,,,,,0,,
2486,Dragon Coaster,Mile High Flea Market,Henderson,Colorado,United States,Operating,2000,,Steel,Family,Sit Down,,,,,0,,
2487,Jungle Flying / 谷木飞艇,Huqiu,Suzhou,Jiangsu,China,Operated,2003-07-30,2015,Steel,Thrill,Sit Down,,,,,0,,
2488,Caterpillar Express,Schwaben Park,Kaisersbach,Baden-Württemberg,Germany,Operating,2003,,Steel,Family,Sit Down,229.7,13.1,,14.9,0,,
2489,Strawberry Junior Coaster,Ingoldmells,Lincolnshire,England,United Kingdom,Operated,,,Steel,Family,Sit Down,,,,,0,,
2490,Forest Train,Adventureland,Sharjah,Sharjah,United Arab Emirates,Operating,2002-02-20,,Steel,Family,Sit Down,,,,,0,,
2491,Space Mountain,Disneyland,Anaheim,California,United States,Operating,2005-07-15,,Steel,Thrill,Sit Down,,,,,0,,
2492,Quantum Leap,Glico's,Manila,Metro Manila,Philippines,Operated,,,Steel,Family,Sit Down,,,,,0,,
2493,Green Dragon,Y Felinheli,Gwynedd,Wales,United Kingdom,Operating,2004-05-29,,Steel,,Sit Down,918.7,,,25,0,,
2494,Berg- og dalbane,Lilleputthammer,Lillehammer,Oppland,Norway,Operating,2007,,Steel,Family,Sit Down,262.5,13,,,0,,
2495,Animal Coaster / アニマルコースター,Toyama Family Park,Toyama,Toyama,Japan,Operating,2004,,Steel,Family,Sit Down,,,,,0,,
2496,Vlinderbaan,Sybrandy's Speelpark,Oudemirdum,Friesland,Netherlands,Operated,1992,2019-08-25,Steel,Family,Sit Down,,20,,,0,,
2497,Butterfly,Hoge Boekel Speelpark,Enschede,Overijssel,Netherlands,Operating,1993,,Steel,Family,Sit Down,,20,,,0,,
2498,Storm Runner,Hersheypark,Hershey,Pennsylvania,United States,Operating,2004-05-08,,Steel,Extreme,Sit Down,2600,150,180,75,3,90,0:50
2499,Jet Coaster / ジェットコースター,Dreamland,Koriyama,Fukushima,Japan,Operating,1989,,Steel,,Sit Down,,,,,0,,
2500,Family Coaster,Expoland,Suita,Osaka,Japan,Operated,2003,2007-12-09,Steel,Family,Sit Down,262.5,13,,,0,,0:42
2501,Korottruck / ころっとろっこ,Hirakata Park,Hirakata,Osaka,Japan,Operating,2003,,Steel,Family,Sit Down,,,,,0,,0:48
2502,Cycle Coaster / サイクルコースター,Enakyo Wonderland,Ena,Gifu,Japan,Operating,2002,,Steel,Family,Sit Down,,,,,0,,
2503,Green Dragon,Lake Compounce,Bristol,Connecticut,United States,Operated,1914,1926,Wood,,Sit Down,,,,,0,,
2504,Dæmonen,Tivoli Gardens,Copenhagen,Sjælland,Denmark,Operating,2004-04-16,,Steel,Extreme,Sit Down,1850.4,91.9,65.6,48,3,,1:46
2505,Apple Coaster,Aberdeen,Aberdeen,Scotland,United Kingdom,Operating,2002,,Steel,Family,Sit Down,,,,,0,,2:50
2506,Crazy Train,Aberdeen,Aberdeen,Scotland,United Kingdom,Operated,2003,2014,Steel,Family,Sit Down,764.4,30.2,,24.6,0,,0:53
2507,Dragon Coaster,Playland,Vancouver,British Columbia,Canada,Operated,,,Steel,Family,Sit Down,,,,,0,,
2508,Fairly Odd Coaster,Nickelodeon Universe,Bloomington,Minnesota,United States,Operating,2004-03-15,,Steel,Thrill,Sit Down,1345,54,,31,0,50,1:30
2509,Montanha Russa,Neo Geo Family,Guarulhos,São Paulo,Brazil,Operating,2003-08-14,,Steel,Family,Sit Down,,,,,0,,
2510,Whirl Wind Looping Coaster / Русские Горки,Wonder Island,Saint Petersburg,Saint Petersburg,Russia,Operating,2003,,Steel,Extreme,Sit Down,1148,64,,37.3,2,,
2511,Flitzer,Wonder Island,Saint Petersburg,Saint Petersburg,Russia,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
2512,Flip Flap Railway,Paul Boyton's Sea Lion Park,Brooklyn,New York,United States,Operated,,,Wood,Extreme,Sit Down,,,,,1,,
2513,Loop the Loop,Coney Island - Independent Vendor 3,Brooklyn,New York,United States,Operated,1901,1910,Steel,Extreme,Sit Down,,,,,1,,
2514,Nighthawk,Carowinds,Charlotte,North Carolina,United States,Operating,2004-03-20,,Steel,Extreme,Flying,2766,115,,51,5,,1:50
2515,Inertia Coaster / 惯性滑车,Jin Jiang Action Park,Minhang,Shanghai,China,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
2516,Time Warp,Canada's Wonderland,Vaughan,Ontario,Canada,Operating,2004,,Steel,Extreme,Flying,1282.8,50,,25.7,2,,1:04
2517,Big Apple,Blackpool,Lancashire,England,United Kingdom,Operated,2003-09,2004,Steel,Family,Sit Down,,,,,0,,
2518,Jumbo Jet,Drayton Bassett,Staffordshire,England,United Kingdom,Operated,1981,1983,Steel,Thrill,Sit Down,,,,,0,,1:20
2519,Snoopy's Great Race / スヌーピーのグレート・レース,Konohana,Osaka,Osaka,Japan,Operating,2001,,Steel,Family,Sit Down,,,,,0,,0:50
2520,Run-A-Way Train,Splash Kingdom Waterpark,Redlands,California,United States,Operated,2002,2006,Steel,Family,Sit Down,,,,,0,,
2521,Slope Shooter / スロープシューター,Chikusa,Nagoya,Aichi,Japan,Operating,1961,,Steel,,Sit Down,,,,,0,,1:45
2522,Bear Coaster / くまさんコースター,Chikusa,Nagoya,Aichi,Japan,Operating,2003,,Steel,,Sit Down,479,15.9,,15.5,0,,1:20
2523,Wild Mouse,Dorney Park & Wildwater Kingdom,Allentown,Pennsylvania,United States,Operated,1958,1965,Steel,Thrill,Sit Down,,,,,0,,
2524,Scenic Railway,Lakewood Park,Charlotte,North Carolina,United States,Operated,1910-07-09,1933,Wood,,Sit Down,2200,,,,0,,
2525,Big Dipper,Jefferson Beach,St. Clair Shores,Michigan,United States,Operated,1927,1959,Wood,,Sit Down,,,,,0,,
2526,Wild Mouse,Hocus Pocus Park,Knoxville,Tennessee,United States,Operated,,,Steel,Thrill,Sit Down,,,,,0,,
2527,Galaxi,Hocus Pocus Park,Knoxville,Tennessee,United States,Operated,1973,1981,Steel,,Sit Down,,,,,0,,
2528,Hydra the Revenge,Dorney Park & Wildwater Kingdom,Allentown,Pennsylvania,United States,Operating,2005-05-07,,Steel,Extreme,Sit Down,3198,95,105,53,7,68,2:35
2529,Tobiachterbahn,Tobiland,Köln,North Rhine-Westphalia,Germany,Operated,2003,2007-05-01,Steel,Kiddie,Sit Down,196.8,11.5,,15.5,0,,
2530,Fiesta Express,Fun Fore All Family Entertainment Center,Cranberry Township,Pennsylvania,United States,Operating,2003-08,,Steel,Family,Sit Down,262,8,,,0,,
2531,Comet Jr.,Myrtle Beach Pavilion,Myrtle Beach,South Carolina,United States,Operated,,,Wood,,Sit Down,,,,,0,,
2532,These United States,Sun Fun Park,North Myrtle Beach,South Carolina,United States,Operated,1970,1986,Wood,,Sit Down,,,,,0,,
2533,Figure 8,Hocus Pocus Park,Knoxville,Tennessee,United States,Operated,1913,1922,Wood,,Sit Down,,,,,0,,
2534,Roller Dips Coaster,Hocus Pocus Park,Knoxville,Tennessee,United States,Operated,1909,1922,Wood,,Sit Down,,,,,0,,
2535,Moon Rocket,Hocus Pocus Park,Knoxville,Tennessee,United States,Operated,,,Steel,,Sit Down,,,,,0,,
